label	text_a
0	fast fit不是自动系带系统,受教,受教
0	剧名,精神病人也能拿诺贝尔,美丽心灵
0	啥时候遇到故意挡车的,有记录仪,有视频为证,可以直接撞开,就好了,看踏马还敢挡路
0	她这双眼皮切的太宽了,CK
1	水枪:我连消防员都敢喷，不服来喷。
0	方一凡肯定是被气着了才这么吼的吧。谁平时没事干和妈妈这么讲话呀
0	这这这,我手里的冰淇淋它突然不香了
0	人在做,天在看!看现场附近可有出租车轮胎的痕迹
0	小美,你还好吗?都怪我家宝贝(命题)AGAG
0	干将老婆冰雪圆舞曲皮肤
0	他总是盗别人视频,然后自己配个垃圾解说,然后发上来
0	领悟,没有眼镜,只要领悟出眼睛的奥妙,运行轨迹,还能出个血轮手,血轮腿,血轮体呢
0	我们高一后天开学🌚,快给我烧高香吧,我网课都好耍痴了
0	???这歌都出来了你们在这吐槽有用吗,这才是ky吧。。一看评论全是这个服了
0	我的主页有虎拳视频，感兴趣的可以去看看
0	求求了，看我个性签名并且百度的都是我爸爸好吧
0	黑暗武士:他是黑狗我是啥Bn
0	柔柔姐跟最后那个人的哭声有点像哦Bw
0	看我主页个人简介，你懂得Bs
0	肉鸡中单经济排不上号,伤害转化率前几。硬币才吃资源
0	我笑一会颧骨那里就僵掉了👀
0	卧槽,要不那把我拿了一手永恩乱杀你们能赢?Bs
0	没有立加德隆,西利赞,嘎地,苏那鬼
0	厂子卖掉了,钱分三年付清。
0	团粉在哪？别吵了别撕了妹妹们都是一个队的吖THE9都是一家人
0	野榜大家就都别吵了这个能代表什么CH
0	我就这么问一句,复联三好看吗?👉
0	i3都行吧,只要性能够就行了,比如9代i3吊打1代i5Bs
0	你知道啥,这叫在挨打中成长Bs💦💦
0	没情趣,高龄单身老阿姨?
0	看看后面的男员工。空间都扭曲了
0	今一晌没喝水了,看见你这个视频就不渴了
0	曹太后则认为宋英宗乃是宋仁宗嗣子,称呼濮王赵允让为皇考于理不合。甚至还写了份手诏怒斥韩琦,说韩琦不应该和皇帝宋英宗一起胡闹(敲黑板这是重点)
0	电动车我也有,没有妹妹,怕别人家的妹妹上车了,我会被追着打Bw
0	你喜欢她还是喜欢你兄弟
0	一旦中美开战,务必要先打死对面说中文的
0	主持人评论的比较有意义,沙币主播。
0	啥叫pxj宁知道吗?我为了b站献祭啥了?屏蔽挺好用,昨天那号一屏蔽就没bb了。
0	红颜乱国, 美人倾城,佳丽三千,不及君笑。 叹红颜,已成空。 琴声寒 窗影残。深宫牢笼,哪得归处~宫闱之斗门牌号:壹壹贰伍棋零叁壹棋罢(月漓国『主招嫔妃』)
0	所以这个时代很好了,监控证明清白B
1	你妈死了，抄袭你m呢文案早就有了迷你狗fw东西
0	头像就是我们的关注阿龟
0	兄弟萌，康康我个性签名BsBsBs
0	笑死我了，朝暮与年岁并往，与你一同行至天光。这是以前跟我前男友的个性签名，害，不过如此，不想谈恋爱了。
1	你有版权吗，没有就算抄袭的喔，迷你狗
0	能以圣人的标准要求教师,能让教师忍受清贫,那科研人员就要搞特殊,不当圣人,不忍受清贫?
1	迷你狗就是恶心
0	李英超!啊啊啊啊啊但是超儿在ONER也很好啊~
1	丑死了赶紧退出去
0	依你的意思,她杀蛛儿是对的了?
0	我雷诺白嫖了七格,后面的花了我两百
0	希望都能遇见那个值得相守的他(她)
0	唉,你不说还好点,越抹越黑
0	猪头,之前旁边两个是,倒扣着的,后面呢?
0	这是群鹿度江 没办法 总会有牺牲的
0	借楼：蹲五法天女，主页有q。
0	我要是大力士,我就去工地板砖他不香么?
1	好人一生平安雷锋享年23
0	嚼面包这个纯个人习惯 我也会一口面包嚼三十下 喜欢嚼的烂一点不然咽不下去 平时也没人会刻意去数的 这个真没有好黑的
0	估计要是我,早就以为是水蛇,吓得跑多老远了
0	真的可以匹配到,不过我打的匹配,和我朋友玩,我们四排有两个说是炸鱼塘的,没段位,我青铜我朋友白银一,我们就匹配了一把两个超凡大师一个最强王者,我玩凯隐,对面中  ad  分别都是超凡大师,对面的凯隐
1	迷你老玩家进来我们一起喷他
0	陈大将好像受衔之后没几年因病逝世,李云龙被迫害时他都去世好几年
0	如果一个天蝎男突然不理你了，然后他却弄那个个性签名，是怎么回事。还有就是怎么确定一个天蝎男是不是养鱼BwBw
0	谁不知道啊，再别黑了，自己也好不到哪里去！持刀抢劫要人命的不是没有！要你小编命的事说不定就在你眼前！
0	我给你说我有一局玩天杰被王八盒子捶了十多次BsBSBSBS每次都是在我残血我被猫追的时候锤我BsA首飞又是我BsAAA
0	不对啊,不应该马上找个饭店喝两杯吗?CP
0	谁叫你乱管闲事的,啦啦啦!气死你
0	我投霍里 罗德曼在屁也是主力球员 难道不是老大的通通都是角色球员了?那也得是皮蓬或杜老四和慕思吧[/流汗]
0	这个人tm先cue的我kun 我tm说wyf有毛病嘛?那凭啥就你们能说我家呢?AO
0	为什么自己知道?我出生的都是爸妈在五年级给我说的我才知道的。
0	初一他先喜欢我的，虽然没有表白，但每分钟都至少偷偷看我一次，我每天看着他的小举动，就喜欢了，可他却向别的女孩表白啦。初三他好像又重新对我有好感了，我..还是淡却不了对他的喜欢，虽然仍然没有明说，但双方都心知肚明啊，我觉得这也是甜蜜的。可最近他更新了个性签名：在错的时间遇上错的人，
0	演员的片酬说起来也不高,当然是要比农民工要高的多。但是和现在的小鲜肉明星比起来真心又要比明星少点多了
0	现在除了OAA!就连强如超越者都自己削弱自己!超越者的权限可是超过了作者!是从超越领域来到漫威宇宙的!所以无法强制削弱这个角色!只能让超越者自己削弱自己这个设定~因为太强了!官方给的定义就是!超越一切的存在!是所有生命之极限!漫威宇宙相当于一个圆圈之内的!而超越者一人代表就是这个圆圈之外无限大区域!
0	看明朝那些事儿😂这段你能笑得半死
0	如果卒子跑开,红方就车炮联合,打掉黑方卒子,破了双卒杀照样赢
0	可能因为玄幻的原因,一般有法力的都级别高
0	我的名字☞摘星的黄金博尔忽,可以找我玩,我带你呀😁什么时候都是可以找我的,嘿嘿嘿
0	来看看我头像儒西吃零食
0	是什么认所为,有没有一个说法?
0	刷赞加我主页有QQ
0	工作作效率怎么低还休息2.5天啊?想想农民打工仔吧......
0	须佐只要觉醒了 没眼睛也能用吧
0	这种当妈的一点责任都没有。
0	这貂蝉打的一般般嘛没有我厉害
0	心疼,低血糖是真的很难受,什么都看不到
0	这是你逼疯的第几个教官了?
0	看十宗罪只为猎奇,不会真有人把它当成探究人心的神作了吧?
1	国足的每个球员都很努力，都会希望赢的（不服来喷）
0	虞书欣本色出演吧哈哈哈哈哈哈哈
0	先说好，不要看我头像，我是女的，这头像换不回来了
0	梁小龙主要的是练空手道的。练个毛咏春拳。
0	额，切糕就别黑了，来一次新疆吃一次再说话，如果你被骗了被宰了当我没说。
0	头像有了，请问对象哪里领CP
0	冷落了?每个人是不是得无时不刻的说啊,节目效果懂不懂,没看见还有一个女演员吗?演艺圈咱们没法猜
0	一楼一开口就是老抑郁了,建议去网易云,那里抑郁症多AU
0	你怎么知道她用的头像就是她本人的，还好看你看到没就说
0	我一个人也找不到,真的很破烂,后来我被一个看不清面貌的人推到了湖里,湖不大,但很深,我就一直下坠
0	我们原本那么美好 最后还是错过了.
0	湖北真是一个很迷惑的地方,夏天热死了,是那种闷热,冬天冻死了,是那种湿冷
0	後來日本發達了,這些人又跑回日本了!
0	会玩的守约一拖四,后期一枪给坦克打的嗷嗷叫,开大的凯抗不住两枪
0	你这只蠢驴,我问你是在手臂内侧还是外侧?看你扯的一大堆馊屁!正面直接回答就行了
0	第一眼看成见习天使的这里↓集合
0	啊这?可能作息原因,我六点半起床是我们家最后一个Bw八点多估计废了。只是平常Bn(没有任何嘲讽,仅发表个人想法,手动滑稽保命,妈咪妈咪哄)
1	领先迷你狗们200年，但是迷你会抄袭啊官方支持抄袭，国人支持抄袭，但国外不支持啊，这不就是国人抄袭国外再说个
0	看到这么多人骂你我就放心了,脑子是什么做的?眼睛也是批发的吗?
0	你难道没有自知之明吗,一上来就自我介绍
0	男闺dd友情经不起等待dd我就现在主页有号p：本人07
0	评论区别杠了王一博比张艺兴厉害比张艺兴火这就是事实你们在怎么说都没用好不好
0	中国有胆量有勇气反制美国吗?
0	那个神秘人是六耳猕猴
0	17秒过分了,车门把车推翻A£A£A£A£车门和车是一个完整的系统,系统外系统内力是不计的
1	这个太监的评论区小学生好多呢
0	算了算了,不扯这些了,都是别人的过去管他那么多干嘛CI,我也知道他现在女友是周董MV里面的那个
0	为什么要浪费刘婵和闪现,直接回城不香吗BqBqBq
1	玩瑶没🐴，特别是女的。不服来喷我
1	儿子 们我是你们的什么人？
0	现在气手枪一枪又打不死人
0	最新款的X5有一款M50i用的是4.4T,马力都去到530匹了,这代的X5我就不知道哪来的4.4T,还说是408匹,我真没见过宝马408匹的4.4T......
0	小猫小猫你喜欢什么颜色的麻袋啊
0	人家12岁生了孩子,身体正常的很
0	我们可以在浴室浴缸里再加点特制的液体嘛
0	说真的,一般情况我比他厉害
0	看到诺崽心态这么好,我就放心了,输了就是输了没什么大不了的,我相信夏季赛总冠军是AG
0	我想问下最后那小孩,亲千玺啥感觉
0	前面以为是搞笑的,看到最后一句。。。
0	别看我背景图
0	这就是真功夫,没有花架子
0	用的情侣头像啊,啊啊啊啊,大家就没发现么Bn虐狗
0	我现在才发现原来卷子还要签名
0	看看张艺凡,哇大长腿,再看看田京凡,小鸡腿好可怜Bw
1	我也懒得分你是不是友军了，先拿大炮轰了再说吧
0	虞姬二技能好像可以加攻速
0	噢,这个女人该死的魅力
0	段家宝那个胖是化妆的吧?看着有点怪
0	唉，我还以为是发生什么了不得的事呢。几个桃子而已，我给!🍎🍊🍓🍉🍧ABT🍎🍊🍓🍧(糟了，找不到桃子!用字!)一盘桃子。ok?别吵了哟。
0	我现在王者,所以觉得他很坑
0	哈哈哈怎么办我真的哭了CO过去两年了啊......
1	你们一群飞车党。知道为啥瞧不起你们吗？你们的我是玩跑跑卡丁车的
0	你又是那坨屎?老八吃剩下的那个吧。想蹭屎的热度就去公共厕所,别以为网络是不法之地可以肆意妄为。你再笑,把你舌头涂上死神辣椒,让你这辈子不敢张嘴说话。
0	算了您还是别放了真是笑死人
0	小郭没那个心机。就是情商低。
0	我如果能控制好,就不会明明没控到我一个二撞进他大里了B£
0	我差那点流量嘛,请的啥旨,给我放出来,
0	🦅:我就出来伸伸懒腰看看风景啥的
1	博人转作者脑子被驴踢了CP（不服来喷我）
0	车还是可以,车灯不行。[/呲牙]
0	不想吐槽什么,但网剧始终是网剧,现实嘛......
0	来一个无下限且听话的乖妹妹（会保护好妹妹的隐私的不好意思评论就直接点开我主页有QQ直接加我就行了）
0	没人认识她吗?她是人妖。是个男的。大佬特殊癖好多。没准真有希望这样的
0	阴阳遁也可以伤到辉夜吧
0	不是我不想骂,因为这样就被别人骂杠精,键盘侠AB
0	大仙愣了一下,是因为谁知道我的真实年龄???他很慌张
0	小伙儿与老头儿拼刺刀获得了巨额财富
0	为什么就不行了?谁规定交警不可以打车?
0	打职业你配么?你有单排王者一百星的实力吗?你会玩辅助吗?
0	慌张且无战斗力的两只哈哈哈哈
0	+1,她是清水煮,我直接拿来煎
0	速度那么快的撞什么都重伤
0	传闻中的陈芊芊里面的造型就很帅啊
0	这就是男人再娶和孩子跟亲妈的差距!有了后妈就等于有了后爸,类似新闻有过的太多了,一个大连的才五六岁的小孩判给了父亲,被继母绑起来吊在树上打,孩子哭的哇哇的,婚姻法该多加一条了,离婚了孩子判给母亲最好!世上只有妈妈好,母爱才是最伟大的,没有哪个母亲会对自己亲身的孩子下毒手,而男人就会不一样,男人喜欢女人,男人只要身边有了女人,就会忘记自己的孩子,孩子就会在不好的阴影下长大,
0	我给你去找这部剧叫什么是情分而已 不是我的义务 麻烦您搞清楚 我可以不帮你找的 所以既然是我帮你忙就还请您别那么优越 并不是我求着你要来给你说这部剧叫什么
0	你能全图平地斜坡左右前后拐弯一直不中断?平常看不出来,但幽灵模式就不可能不中断了,经常看见这种视频左右前后跳都不显鬼,你再牛批也不可能没有失败过是不是?人为做不到但鼠标宏却可以无限模拟按键逻辑一直跳下去不中断的
1	您是什么狗呢？废狗吗，哈哈哈哈笑死了
0	这字幕我他娘差点就信了
0	那你评论人家的,我评论你的错误言论,怎么了?犯法了吗?许你点评别人不许别人点评你?那你也是挺“大义凛然”的哦
0	我觉得孟子义还好啊,阿宁那一段挺好的
0	新战队，不限杯数，q群活跃，希望大佬和萌新常驻，群号看我主页
0	yxh能不能别黑了，都删了还再说
0	脸保养再好。可下面的干枯了。有啥用
0	是的,我们得庆幸生活在这个的时代,对比父母的那几辈人的童年来说,我们现在生活已经够好了,吃的饱,穿的暖,真不知道那些黑化的人有啥不满的Bo
0	波霸是啥?波霸奶茶其实我一直不太懂。
0	好了，头像有了，对象哪里领？￼￼￼
0	你可以黑AG粉丝但不能黑AG
0	声音声音阿喂兄弟。除了气声其他都差不多。不过我声音比她好听。嘿嘿嘿嘿嘿嘿~
0	学不会的,他强的是意识走位,你看这躲马超的插,太夸张了
0	只要不是进医院都没事,要有一个怕的,一个眼神能瞪回去的那种,这种还可以教一下,到了初中就没得搞了
0	有一说一,我个人认为清清是目前潜力最大的选手了,看怎么培养吧,我挺看好的B©
0	来人把我杀了给德爷助助兴
0	糠、野菜、树皮都吃过了,坚持半年不吃荤应该没什么。✊✊✊加油
0	同感QQ区王者比微信区难上,你永远不知道,对面是不是练小号炸鱼的,而且QQ区的年纪平均比较小,反应比较快,钟馗,我玩射手直接放,一个精华就解决了的事微信区还要考虑队友,他们很多都只要一个英雄的不看整容
0	大家看我头像就行啊了
0	小的时候，家里是直板手机，刚刚有网络，殷桃的头像就是壁纸……这么多年，她太低调了……但是还是我心理数一数二的女神。每次有她的剧我也还是会非常开心找来看。
0	专属私人订制 都是无法上传的大池度asmr ➕qun主页 就送两部。 ， 是不是真的去看下就知道了呦???? ， ， ， ， ， ， ，
0	啊,我他妈特别想给她一板凳!
0	不会吧,我有说过我要帮楼主吗?Aa,原来小学生是自己推测别人的想法的啊ANA
0	美女:帮我拿奶茶,我劫个色😂😂😂
1	这女的长得一点都不好看，每次拍的视频太做作。作者你来打我啊，我就是这么爱喜欢说实话
0	别喷了，挺好看的
0	第一个赞是你自己点的吧?AUxxs你不配有🐴哟
0	嗯嗯 但我并不是想对这个视频发表什么 而是其他的
1	论飘逸麦迪历史第一，不服来喷我。
0	亲家别吵了再吵将来的日子就不好过了A£A£
0	自家的老公,别人家的老公,这句话值得深入想象Bs
0	这男的脑壳有包吧?你是跟你眼前的人结婚,又不是跟你那病床上的前妻结婚,都离婚了,还不死心呢?闲的吧B|
0	你信不信我把你拽下来?BsBsBs
0	中国网络暴力键盘侠死多一点电竞圈甚至对于电竞选手还有网络环境都是一种净化
0	只能说业余里面的高手,职业就算了!
0	这话可不扇自己吗?我可没你那么荣幸成为澡粉
0	胖妹很热情,只是你要少为少吃点就更好了。
0	穆托姆博都218,姚明还要高一截
0	裙子这么短,哪的学校啊
0	还嘴什么你姐不开麦就是不开麦第一次见还能推到公司责任上的毕竟BLACKPINK四个人一个都没有在kva有评分哦xxj就别吵了承认没实力很难吗？你姐就是开麦不稳才用的垫音别给我扯什么不开麦≠没实力
0	我就想问一下,都是中国人,有和可吵,难道想打内战?还有,就想你这种人,素质呢,我觉得你可以重读幼儿园了
1	笑死了，滚出吧，这里不欢迎大妈，玩梗看不出来
0	整天就是这些视频,有意思吗?
0	有很多时候,总感觉少了点什么...我左想右想,忘了你的样子...😔
0	郭晶晶有内涵,李湘就是暴发户的模样。
0	呵呵,他看不惯我,我也看不惯他,就是这样。
0	shf系列只是还原度高,其他一般
0	据我猜测这应该是虎牙张嘉文😂
0	这里一切都是丑的,风、雨、太阳,都丑,人也丑,我也丑得很。只有你是青天一样可羡。/疑问/憨笑
0	我怎么觉得有点像,外婆桥那首歌的bgm
0	管好你自家割割,别人家的用不着你操心[/微笑]
0	死肥宅一个还雷姆骑士 照照镜子 自己什么样子 还骑士Bo
0	我不知道为啥,,很怕浣熊😂😂想象一下它提着猫肠子站在你面前
0	热巴这几年演过配角吗BwBw
0	谁是云自己心里应该有数吧A£
0	兄弟们看我主页Bs💦💦
1	我是xxs，我说喷你我就喷你Bs（本人不是小学生）
0	小米拍照没有防抖,手机高端不是系统,也不是软件,是快速移动拍照,防抖,这个软件最值钱[/呲牙][/呲牙]
0	油爆了,车就烧没了[/呲牙],很明显是储气罐的安全泄压阀坏了,造成高压,导致炸罐
0	橘子修罗,虞姬云雀,李信神魔,张良白羊,庄周玄嵩.:这用到着我们睁眼?闭着眼跟你们打BsBS(只是个梗)
0	我是谁啊我是谁啊,我是大笨鹰一起飞
1	天天汉服，汉你妹,自己身上穿的难道是牛皮？
0	哈哈，看我主页
0	只要长得帅,啥发型都能吼得住,长的不行,再帅的发型,也不行
0	羡慕我就去买一个能翻页的户口本
0	而且打的亲妈都认不出来的那种
0	在抖音里面说大海已经被忘记了
0	想知道如果巴德放洞。人马被塔打死。巴德算不算击杀
0	全炸得大工程,也不知道副反应会怎样。但是可以炸一些特别高的,河谷比较阻挡的明显的。就是成本尽量低,效果比较好的山。内藏有更多水汽,草原会更多吧,有森林也不怕呀[/撇嘴]。
0	事情有多面性,律师也有原因吧,他最后死的时候告诉方木,让他告诉自己母亲自己没有网上说的那么坏,电影后面讽刺那十万人,他们害死人也觉得自己是对的,这才可悲
0	我要是手长一点就好了,手长一点再配上我的柔韧性成绩肯定很好
0	只有开车的才能体会当中的苦
0	王者的头像就是亚瑟BsBsBs
0	各位看我头像我刚刚截到了
0	面有一块钱的豆腐那个5毛，饮料在我村一块，辣条也5毛，别杠了
0	他们三个怎么就属于一个了?易烊千玺代言宝马,难道就是组合代言宝马吗?王源代言肯德基就是组合代言肯德基吗?王俊凯代言纯悦就是组合代言纯悦吗?了解完cp再说
0	肖战,你要注意身体,注意安全。感谢给予肖战表演的任何单位和个人[/握手][/握手][/握手][/握手][/握手][/握手][/握手][/握手][/握手]。
1	手机只服猫神，电脑只服嗨氏，不服来喷
0	说实话,这个痛不真实。你还是不了解真正的姨妈痛。
0	我感觉他俩的飞艇是情侣款
0	看看她下边穿没穿内衣内裤啊
0	宫本武藏,猜出来你也不会叫的
0	今生无悔入华夏,来世想做大熊猫。
0	别看我是个保安,但是我挣的少,我很骄傲!
0	这个头像就是小姐姐本人吗Aa
0	哦,这样的话,是不准别人拍视频嘛?
0	妈的废虾里面的确好多恶心人的 都是xxs还请楼主别太在意
0	九良的上半身,像一块五花肉😂😂
0	以前没发现麦迪娜鼻子这么丑啊
0	这视频效果,可以看他其他视频开头都这样
0	应该严打这些无良商家,坑蒙拐骗,现在被这些商家炒的一年多了无数的节日,每个节日就是叫买买买!
0	如果和UZI排到一块,就不能选AD?谁惯的
0	有评论说在岐山时含光君走出了收购温氏的步伐😂
0	老板 你怎么定义老板?你说上市公司我信 那种3层楼的董事长跟他比不了
0	追究刑法和付医疗费用
0	来人,把朕的尚方宝剑拿出来 给这位秀儿砸个核桃吃Bw
0	就是这个人,看他集锦一点技术学都不到
0	当初偷税漏税的明星不止她一个，只不过就她一个被揪出来了。国家罚过她了，她也付出了大把的青春和风光了，我们作为旁观者还是少点人身攻击吧，不喜欢就划走，喜欢也别夸了，她做为公众人物违法，如果再一次上升为公众人物确实不好，但她现在是作为一个网红自己挣钱是自己的本事也没违法，就别黑了吧
0	游戏里面就是jia，地图上点击英雄头像就是这么念的
0	居然活下来了,大师级别吧Bs
0	那个人的头像就是cp头像呀，找什么cp呀！是想做渣男吗？
0	给予补偿应该是底线要求,但,中国真未必
0	张先生当初也是这样的呢
0	杠别人其实间接承认自己有多么的失败
1	说的好像中国人素质高到哪里去了似的
0	你既然要相信这些东西,那你确实镇不住。反之啥也没有。
0	没钱买就别喷了
0	这是啥模组呀这么酷炫
0	我有图主页有QQ
0	有互心的吗号在主页有(安卓国服)
0	这不走位好吗,初代火影跟你闹着玩呢
0	小叮当,康康我!!(因此条评论简短,所肯定不能上热评)
0	是女的吧,长的不漂亮,是男的吧,长得不帅,但却又那么迷人
0	分手的时候，最后一组情侣头像就是这篇文章的第一组头像
0	愿你遇见不会抛弃你的人。
0	中国女的才真的是女权,不然女拳永远不可能男女平等,你去看看国外的女权,看看别人的女的,对比中国的女的,你就知道中国女的有多寄生虫,经济独立的女生占少部分,唉
0	不卖是因为联合国禁止跟伊朗军火交易
0	这个是吃可爱多吗唱的 뱁새 呀
1	迷你狗的评论区：来了，1………跟亲友团一样，真不亏是迷你狗，能把QQ看点玩成快手土味视频
0	我大将潘凤,手持一把百斤重的开山斧,有万夫不敌之勇,此番前去定手到擒来!”
0	人家就算没教养和你好像也没有关系吧，她没教养她也不能决定，她妈妈不教你能有什么办法，她还小，别黑了，差不多得了，不可能她没教养，你们也跟着没教养，她骂人没教养，你骂她就是有教养？别人网络暴力毁了她，别到时候出事了又来爱她
0	嗯 ,我本来就不好看,我承认
0	还不如女人劲大,忽悠
0	人家不是大师,是专门讽刺大师的专业户[/呲牙]
0	卫庄只会说:“鲨齿,从不挑食”
0	谁给你的自信巴啦啦小魔仙?
0	这事多半是有人看热闹不嫌事大伪造的，这年头模仿个id和头像有什么难度?爆料人怎么不干脆发个视频点开那个头像看那个是不是真的葛歌?谁知道是真假呢?就这种只截个图的我还能弄出来一个吕德华给景慧发红包的B
0	黑子可厉害了,可以随便乱骂别人,还可以组团一起骂别人,还要在抖音上互骂,但凡有一个人说了一下黑子黑的这个人一句好话,那可就凉了,毕竟这样的人都是水军嘛,不是也说是嘛,黑子都双标嘛
0	兰博基尼车主用不了多久又可以再买一辆,然后两辆一起来
0	这画质你说打马赛克我都信BtBt
0	请保持你们的善良,如果是无意的,那也是会害人命,法律不会顾及到你的心理只是你犯罪了
0	亚瑟确实很难打死夏侯惇,但是夏侯惇也很难打死亚瑟,亚瑟被动回血,一技能加速逃离自带沉默,但是亚瑟可以跟你打消耗,比如团战的时候就拖着你不让你去支援,所以那些说夏侯惇好打亚瑟或者亚瑟好打夏侯惇都是钻石以下的玩家
0	我以前看到有说鱼的记忆是七秒,就会有人纠正,这里面也没人纠正Bw
0	我感觉演技有点尬(我不是杠精)害怕😨
0	狗蛋,我想和你一块玩迷你
0	你怎么不去建议?看可行不?能有更好的方式谁想这样
0	不是最老的钟馗大改两次一次是改大招要二技能钩中才能吸二技能印记一技能伤害双倍还一次是二技能变短A£
0	可以卡的,抖音上面刷到过
0	安琪拉打胎小队团灭(((*°°*)八(*°°*)))♪
0	五十,你打发叫花子呢
1	"我要作死，子曰:""打迷你狗用砖乎！不宜乱乎，照脸乎，使劲乎，乎不着，继续乎，右手乎完左手乎，板砖乎断用鞋乎。既然乎，岂可一人独乎？有朋一起乎，不亦乐乎？乎着，往死里乎，乎死者，英雄也；"
0	科四了还需要作弊?我考了科二隔了半年才去考的科三和科四,就只有考前一天练了几遍科三,科四的题更是考了科一以后以后就没看过题
0	头像有了，何来人换啊
0	画二维码很简单的,我画过而且扫出来了,画横线格子,然后再涂出来就可以了
0	人丧失这个功能已经好多年了。
0	泡妞也需要技能/知识的了
0	应该是胖了才更显颜值。
0	看了十遍了。终于要更新了
0	那啥，有没有要加明日方舟群的|･ω･｀)（头像就是）
0	真的好作,一开始我看她其他视频还挺好的,但是她我就越看越作呢
0	紫薇不喊,明准还跳不下去呢
0	黑人的基因很强大的,就算黑人和白人生的孩子,那也是黑的
0	那是独立掉头车道,不是左转弯道
0	堂堂国之利器啊,沦落到了只有通过吃鸡才能认识的地步,哎。
0	有你这样的土🐶我也是很少见呢AG
0	说句实话,你们一天在做什么
0	狗蛋说了闭麦就别说她了吧 乖昂
0	我学前班就开始一个人上学放学然后就没有然后了
0	可以赞碎片买呀,我已经攒好了,但是我爸把我手机收了,我只能玩我妈的,但是号不一样,诶~
0	公司要她假唱,她不想
0	好家伙,霸总都不喜欢露脸吗
0	别黑了，这肌肉你练练看，累不死，虽然他语气嚣张但也不至于一直黑呀！
0	如果没猜错的话,盖帽的那个人穿的是利拉德2吧
0	大师的上限超级高,而且每20点,巅峰积分,都会增加1%的所有英雄战力
0	ps2版本,不会玩这几个角色
0	我的意思是,别人垫音也唱的挺好
0	骑马的那个感觉比世界还难,卡罗尔闪避根本都没有多少用
0	不不不没有龙虾怎么练技术?
1	没错，迷你狗圈和我的世界同时上榜，这很正常，因为迷你抄袭啊
0	我希望各个游戏中国电竞项目都能取得好成绩，而不是互相鄙视，端游手游都一样，上面王者和lol也别吵了，端游手游本来就没啥可比性，lol办了十年了，王者四年，也得给点时间发展吧
0	刘思瑶，开巨大美颜，情商素质不存在，做作的要死，撒野女孩们别喷了，交给我，我不是撒野粉，我没看过这本书，我就讨厌刘思瑶的做作，ex
1	河南人就是为了被全国黑而存在的 所以不要反抗
0	请问什么软件可以看呀
1	谢谢各位玩家的支持，最近我打算打造一款强玩战地4的玩家的妈妈的游戏，毕竟只是一个游戏，你拿现实做毕竟，你bb呢?
0	我觉得评论区的人，还是别喷了吧04怎么了，别人上学漂回去，放假染发都不行吗，而且别人家长同意的，成熟怎么了，难不成还要跟个小屁孩一样吗，其实我觉得染个发没什么，上学漂回去不就好了（个人观念，勿喷）
0	这是老的时候,我小时候听他唱男儿当自强,音响都感觉要爆炸了
0	我小号王牌6,大号无敌战神
0	我看见对面拿苏烈钟馗这些就拿干将,苏烈被动跟钟馗吸人的时候就是活靶子BwBw
0	喜欢真的不一定要在一起的
1	那是北方 南方人普遍說話不帶髒字
0	电视剧有多少真的,包括其他类型的片子,只有不是现实的都是神剧,那电视剧都是神剧了
0	他放一二技能的时候可以看准时机躲棍
1	有脑子的人都权衡的明白，还妈宝男？
0	鞋带没有散!!!你们就是单纯的秀恩爱!!Bw
0	那个估计叫抢蜂头(风头)吧BsBs
0	选吕布末日机甲,逐浪之夏战令可以抽,其它皮肤碎片商店可以换
0	大家别喷了，她其实不菜的，以前有两只手的时候玩的韩信，现在只有一只手了，当然得玩大乔妲己瑶啊，有什么奇怪的吗？单手你玩韩信试试？Bs
0	嗓子感觉好不舒服喔,怎么这么哑?
0	我也不能怎么你你也不能怎么我
0	他一巴掌能拍死你,虽然他30秒败给了日本人。搞不懂,怎么都是太极拳?太极打快了很好看的,见招拆招
0	咱们听狗蛋的，别再说了，已经没有意义了，说出去的话，泼出去的水，收不回来了，我们乖乖在家里带着吧，好不好
0	粉的应该多放几袋原液,更好看
0	看我签名😏
0	你就继续瞎吧,还好意思说我的头条评论,看看你自己的吧。。。就是一堆狗屎。。。还说我盲目,你能别像小屁孩一样的只会反弹吗。。。简直是可笑至极。无耻之人,真是不要张老脸了。你这种动不动抬高自己,并以此为乐的二溜子。。。真是祸害人还不够,还要上网继续祸害,你不是忙吗?。。。你不是高级嘛。。。二逼继续。。。真是没见过这么不要脸的。。。
0	这说明印都是什么鬼的地方
1	朋友们，底下有一个喷蜜罐的兄弟们喷他B¶B¶
0	唯一,王心冉,张洗月哪个不比她厉害
0	什么时候🐶也能玩手机了?
0	如果给李小龙或者泰森一人一副铠甲的话,那爆打帝皇是没问题的Bs
0	奶奶刮的是面吗?有味道哎。求求翻~
0	右边那个那么丑,谁给他的自信?
0	看来,我得把我的头拿下来。
0	感觉这应该是lo汉,看从他旁边走过去的另一个模特比他矮了一头
1	最讨厌你们这种人，种族歧视怎么了？啊！你告诉我啊！他们来我们国家！吃我们国家大米！用我们国家的东西！还他妈在我们国家！！！！还他妈生一堆
0	终于找到真正的中国人了,而不是一味的丢中国的脸。
0	不知道为什么,我看着有点恶心
0	任你招式万千,我自一招撂倒[/憨笑][/憨笑][/憨笑]
0	因为吃的不一样,活动的也不一样,在加上穿有衣服久了体毛就退化了
1	去酒吧的没什么好鸟。不服来喷啊
0	第一个鼻子,第四个裤裆
0	铠:狗韩信,TMD欺负老子没cp
